Date, Signal 
2/16/2010,-0.00747816
2/16/2010,-0.0091224
2/17/2010,0.0453903
2/17/2010,0.0462481
2/17/2010,0.00695143
2/17/2010,0.0147792
2/18/2010,-0.0426206
2/18/2010,-0.0119914
2/18/2010,-0.00896277
2/18/2010,-0.00889706
2/19/2010,0.113943
2/19/2010,0.02014
2/19/2010,0.0189015
2/19/2010,0.0146397
2/22/2010,-0.161175
2/22/2010,-0.0458
2/22/2010,-0.0187245
2/22/2010,-0.0168736
2/23/2010,0.0477937
2/23/2010,0.03238
2/23/2010,0.00556857
2/23/2010,0.00581115
2/24/2010,0.00501448
2/24/2010,0.00823392
2/24/2010,0.00617998
2/24/2010,0.00374602
2/25/2010,-0.0798338
2/25/2010,-0.0518327
2/25/2010,-0.0133948
2/25/2010,-0.0155253
2/26/2010,0.100633
2/26/2010,0.0564401
2/26/2010,0.00978439
2/26/2010,0.0226577
3/1/2010,-0.0321485
3/1/2010,-0.0118101
3/1/2010,0.000950772
3/1/2010,-0.00892259
3/2/2010,0.0735715
3/2/2010,0.00283379
3/2/2010,-0.000498925
3/2/2010,-0.00546945
3/3/2010,-0.224978
3/3/2010,-0.0261376
3/3/2010,-0.0080463
3/3/2010,0.00452841
3/4/2010,0.202175
3/4/2010,0.0262427
3/4/2010,0.00694137
3/4/2010,-0.00033285
3/5/2010,-0.0908316
3/5/2010,0.00213619
3/5/2010,-0.00242955
3/5/2010,-0.00279677
3/8/2010,0.0262028
3/8/2010,0.00341524
3/8/2010,-0.00356866
3/8/2010,0.00067273
3/9/2010,0.0418561
3/9/2010,-0.0507247
3/9/2010,0.00467407
3/9/2010,-0.00170622
3/10/2010,-0.0558858
3/10/2010,0.0238357
3/10/2010,-0.00359122
3/10/2010,0.00177275
3/11/2010,0.112669
3/11/2010,0.0246044
3/11/2010,0.0127826
3/11/2010,0.00117909
3/12/2010,-0.0819068
3/12/2010,-0.0409586
3/12/2010,-0.0238256
3/12/2010,0.00132944
3/15/2010,0.0392602
3/15/2010,0.0533785
3/15/2010,0.0104717
3/15/2010,-0.00625914
3/16/2010,-0.0578487
3/16/2010,-0.0438218
3/16/2010,0.00272957
3/16/2010,0.00586604
3/17/2010,0.0996724
3/17/2010,0.0289069
3/17/2010,0.00653173
3/17/2010,-0.00111595
3/18/2010,-0.0843796
3/18/2010,-0.000287454
3/18/2010,-0.00534693
3/18/2010,0.00408468
3/19/2010,-0.0286098
3/19/2010,-0.048062
3/19/2010,-0.010363
3/19/2010,-0.0125134
3/22/2010,-0.00659835
3/22/2010,0.0601459
3/22/2010,0.0151163
3/22/2010,0.0179174
3/23/2010,0.150012
3/23/2010,-0.0343954
3/23/2010,-0.00411632
3/23/2010,-0.0188376
3/24/2010,-0.174394
3/24/2010,0.00419356
3/24/2010,0.00262493
3/24/2010,0.0154043
3/25/2010,0.0873353
3/25/2010,0.0238677
3/25/2010,-0.0044732
3/25/2010,-0.00104907
3/26/2010,-0.0831463
3/26/2010,-0.0237658
3/26/2010,0.000770894
3/26/2010,-0.0119604
3/29/2010,0.0968814
3/29/2010,0.0141949
3/29/2010,0.00190144
3/29/2010,0.0156788
3/30/2010,-0.0169853
3/30/2010,0.00458592
3/30/2010,-0.000633272
3/30/2010,-0.00470424
3/31/2010,-0.0465994
3/31/2010,-0.0368318
3/31/2010,-0.00658796
3/31/2010,-0.00482843
4/1/2010,0.0368193
4/1/2010,0.0333232
4/1/2010,0.0109503
4/1/2010,-0.000631718
4/5/2010,-0.0244221
4/5/2010,-0.010748
4/5/2010,-0.00792191
4/5/2010,0.00548301
4/6/2010,0.0603477
4/6/2010,0.03221
4/6/2010,0.00816653
4/6/2010,-0.0107847
4/7/2010,-0.0587171
4/7/2010,-0.0560846
4/7/2010,-0.0102334
4/7/2010,-0.00129794
4/8/2010,0.0151687
4/8/2010,0.0342073
4/8/2010,0.0058477
4/8/2010,0.00926719
4/9/2010,0.0317229
4/9/2010,0.000232494
4/9/2010,-0.000706249
4/9/2010,-0.000130121
4/12/2010,-0.0458742
4/12/2010,-0.0526723
4/12/2010,-0.00756581
4/12/2010,-0.00654924
4/13/2010,-0.0528576
4/13/2010,0.0430327
4/13/2010,-0.00927545
4/13/2010,0.00239937
4/14/2010,0.127859
4/14/2010,0.029047
4/14/2010,0.0228759
4/14/2010,0.0100875
4/15/2010,-0.100608
4/15/2010,-0.0804796
4/15/2010,-0.00544821
4/15/2010,-0.0105704
4/16/2010,0.222347
4/16/2010,0.0975881
4/16/2010,-0.0064858
4/16/2010,-0.00307715
4/19/2010,-0.404331
4/19/2010,-0.0304136
4/19/2010,0.0137732
4/19/2010,0.00986373
4/20/2010,0.131402
4/20/2010,-0.0125947
4/20/2010,-0.0109201
4/20/2010,-0.00847846
4/21/2010,0.0263928
4/21/2010,-0.0048332
4/21/2010,0.00121654
4/21/2010,0.0166041
4/22/2010,0.0456595
4/22/2010,-0.0320087
4/22/2010,0.00244737
4/22/2010,-0.0161367
4/23/2010,0.149531
4/23/2010,0.0831646
4/23/2010,0.00653959
4/23/2010,0.0103769
4/26/2010,-0.0131807
4/26/2010,-0.064493
4/26/2010,-0.000829011
4/26/2010,-0.00355869
4/27/2010,-0.335073
4/27/2010,-0.00677062
4/27/2010,-0.0187663
4/27/2010,-0.00903376
4/28/2010,0.453845
4/28/2010,0.0629476
4/28/2010,0.0311559
4/28/2010,0.0218382
4/29/2010,-0.394504
4/29/2010,-0.0652359
4/29/2010,-0.0328951
4/29/2010,-0.0270765
4/30/2010,0.31776
4/30/2010,0.0576023
4/30/2010,0.0260041
4/30/2010,0.0265999
5/3/2010,-0.135657
5/3/2010,-0.0421806
5/3/2010,-0.00848089
5/3/2010,-0.0133031
5/4/2010,0.0351998
5/4/2010,0.0510788
5/4/2010,0.00379951
5/4/2010,0.00738433
5/5/2010,0.328963
5/5/2010,0.0377846
5/5/2010,0.00990027
5/5/2010,0.0149681
5/6/2010,-0.73004
5/6/2010,-0.173916
5/6/2010,-0.0470823
5/6/2010,-0.0396933
5/7/2010,0.36534
5/7/2010,0.140596
5/7/2010,0.044112
5/7/2010,0.0236088
5/10/2010,-0.140013
5/10/2010,-0.171161
5/10/2010,-0.0336639
5/10/2010,-0.0187451
5/11/2010,0.161227
5/11/2010,0.149278
5/11/2010,0.0246989
5/11/2010,0.0128398
5/12/2010,0.0691795
5/12/2010,-0.0224715
5/12/2010,0.0103194
5/12/2010,0.00641067
5/13/2010,-0.121636
5/13/2010,0.00852341
5/13/2010,-0.0247554
5/13/2010,-0.0104179
5/14/2010,0.0569216
5/14/2010,0.00728983
5/14/2010,0.0252285
5/14/2010,0.00991081
5/17/2010,-0.0621158
5/17/2010,-0.0474048
5/17/2010,-0.0274665
5/17/2010,-0.00972779
5/18/2010,0.267393
5/18/2010,0.15041
5/18/2010,0.0297584
5/18/2010,0.0248534
5/19/2010,-0.287301
5/19/2010,-0.162675
5/19/2010,-0.0237492
5/19/2010,-0.0222564
5/20/2010,-0.0446338
5/20/2010,0.0699369
5/20/2010,0.0133617
5/20/2010,0.0139539
5/21/2010,0.0874528
5/21/2010,-0.0500607
5/21/2010,-0.0161946
5/21/2010,-0.0225268
5/24/2010,0.105057
5/24/2010,0.0805381
5/24/2010,0.0218942
5/24/2010,0.0399046
5/25/2010,-0.260901
5/25/2010,-0.125571
5/25/2010,-0.0366565
5/25/2010,-0.052454
5/26/2010,0.118376
5/26/2010,0.0742344
5/26/2010,0.0260281
5/26/2010,0.0251859
5/27/2010,-0.00969343
5/27/2010,0.0374602
5/27/2010,0.00680673
5/27/2010,-0.00213533
5/28/2010,-0.000562283
5/28/2010,-0.0922293
5/28/2010,-0.019125
5/28/2010,-0.00636091
6/1/2010,0.0180933
6/1/2010,0.0163816
6/1/2010,0.000680229
6/1/2010,-0.0116576
6/2/2010,0.129136
6/2/2010,0.0759973
6/2/2010,0.0217826
6/2/2010,0.0334634
6/3/2010,0.0144094
6/3/2010,-0.0218374
6/3/2010,-0.000249847
6/3/2010,-0.00769404
6/4/2010,-0.1531
6/4/2010,-0.0223148
6/4/2010,-0.0143369
6/4/2010,-0.00863974
6/7/2010,0.225206
6/7/2010,0.0297788
6/7/2010,0.0120907
6/7/2010,0.00535388
6/8/2010,-0.298158
6/8/2010,-0.0963933
6/8/2010,-0.0223453
6/8/2010,-0.00261033
6/9/2010,0.0537363
6/9/2010,0.0489109
6/9/2010,0.0105473
6/9/2010,-0.0214691
6/10/2010,0.0787922
6/10/2010,0.0285298
6/10/2010,0.00174704
6/10/2010,0.0321007
6/11/2010,-0.0639997
6/11/2010,-0.0333424
6/11/2010,-0.0123351
6/11/2010,-0.0379496
6/14/2010,-0.0699678
6/14/2010,0.0212167
6/14/2010,0.012133
6/14/2010,0.0289967
6/15/2010,0.0621475
6/15/2010,-0.0210689
6/15/2010,-0.00154817
6/15/2010,-0.00399368
6/16/2010,-0.0368225
6/16/2010,0.0493663
6/16/2010,0.00225642
6/16/2010,-0.00680644
6/17/2010,0.212912
6/17/2010,-0.0523865
6/17/2010,0.00141143
6/17/2010,0.0150681
6/18/2010,-0.216732
6/18/2010,0.0648873
6/18/2010,0.00131408
6/18/2010,-0.00946554
6/21/2010,0.146784
6/21/2010,-0.0672246
6/21/2010,-0.00365371
6/21/2010,0.00785917
6/22/2010,-0.0457819
6/22/2010,0.0483649
6/22/2010,0.00559613
6/22/2010,-0.00599549
6/23/2010,0.0898304
6/23/2010,0.0292012
6/23/2010,0.00463001
6/23/2010,0.00832414
6/24/2010,-0.226706
6/24/2010,-0.118044
6/24/2010,-0.0213191
6/24/2010,-0.0139219
6/25/2010,0.339778
6/25/2010,0.133563
6/25/2010,0.0197495
6/25/2010,0.0205852
6/28/2010,-0.1388
6/28/2010,-0.0381833
6/28/2010,-0.00358037
6/28/2010,-0.00929457
6/29/2010,-0.0180317
6/29/2010,-0.0169166
6/29/2010,-0.00191523
6/29/2010,-0.0106643
6/30/2010,-0.0344801
6/30/2010,0.0097633
6/30/2010,-0.00167278
6/30/2010,0.00488063
7/1/2010,0.0472456
7/1/2010,-0.0212433
7/1/2010,-0.000841011
7/1/2010,-0.00868747
7/2/2010,-0.273659
7/2/2010,-0.0593584
7/2/2010,-0.0144904
7/2/2010,-0.000657132
7/6/2010,0.238838
7/6/2010,0.0412768
7/6/2010,0.0151748
7/6/2010,0.00274324
7/7/2010,-0.0626412
7/7/2010,0.0214822
7/7/2010,-0.00223322
7/7/2010,0.0122784
7/8/2010,0.0263539
7/8/2010,0.00122438
7/8/2010,-0.00246873
7/8/2010,-0.0164096
7/9/2010,0.130245
7/9/2010,-0.0392495
7/9/2010,-0.0032044
7/9/2010,0.00522731
7/12/2010,-0.152551
7/12/2010,0.041933
7/12/2010,0.00280193
7/12/2010,0.000402765
7/13/2010,0.0596658
7/13/2010,-0.0378825
7/13/2010,-0.0054004
7/13/2010,-0.00437486
7/14/2010,-0.0561096
7/14/2010,0.110777
7/14/2010,0.0235373
7/14/2010,0.0221703
7/15/2010,0.1685
7/15/2010,-0.137951
7/15/2010,-0.0236404
7/15/2010,-0.0170839
7/16/2010,-0.258534
7/16/2010,0.106643
7/16/2010,0.00273287
7/16/2010,-0.00779999
7/19/2010,0.110218
7/19/2010,-0.00368859
7/19/2010,0.0193693
7/19/2010,0.0247371
7/20/2010,-0.07338
7/20/2010,-0.0785189
7/20/2010,-0.0242404
7/20/2010,-0.0295752
7/21/2010,0.0393682
7/21/2010,0.0166875
7/21/2010,0.0135258
7/21/2010,0.0183064
7/22/2010,0.106073
7/22/2010,0.02037
7/22/2010,-0.00318062
7/22/2010,-0.00736047
7/23/2010,-0.183033
7/23/2010,-0.0069853
7/23/2010,0.00166618
7/23/2010,0.000772723
7/26/2010,0.160061
7/26/2010,0.00634746
7/26/2010,0.00331195
7/26/2010,0.00972293
7/27/2010,-0.00729175
7/27/2010,0.00307174
7/27/2010,-0.00385582
7/27/2010,-0.011304
7/28/2010,0.0257945
7/28/2010,0.0118428
7/28/2010,0.0142782
7/28/2010,0.014719
7/29/2010,-0.15545
7/29/2010,-0.0684946
7/29/2010,-0.0276035
7/29/2010,-0.0204441
7/30/2010,0.105069
7/30/2010,0.0651457
7/30/2010,0.0175958
7/30/2010,0.011573
8/2/2010,-0.0369466
8/2/2010,-0.0188818
8/2/2010,-0.00195951
8/2/2010,0.00426738
8/3/2010,0.0323759
8/3/2010,-0.0260124
8/3/2010,-0.00203757
8/3/2010,0.00340105
8/4/2010,0.0407114
8/4/2010,0.0823143
8/4/2010,0.00212396
8/4/2010,-0.00976892
8/5/2010,-0.0719254
8/5/2010,-0.0838542
8/5/2010,-0.00898225
8/5/2010,-0.00435144
8/6/2010,-0.020005
8/6/2010,0.0225381
8/6/2010,0.0190007
8/6/2010,0.0157073
8/9/2010,0.250245
8/9/2010,0.0381984
8/9/2010,-0.00342847
8/9/2010,-0.00877011
8/10/2010,-0.2541
8/10/2010,0.000188694
8/10/2010,-0.0132679
8/10/2010,0.00530936
8/11/2010,0.0780763
8/11/2010,-0.0207419
8/11/2010,0.0131169
8/11/2010,-0.00412254
8/12/2010,0.0346093
8/12/2010,-0.00107095
8/12/2010,-0.015559
8/12/2010,-0.00289196
8/13/2010,-0.129665
8/13/2010,-0.00975763
8/13/2010,0.00804583
8/13/2010,-0.00159092
8/16/2010,0.0137221
8/16/2010,-0.0151749
8/16/2010,-0.009202
8/16/2010,-0.00276823
8/17/2010,0.119839
8/17/2010,0.0178864
8/17/2010,0.0219488
8/17/2010,0.0102459
8/18/2010,-0.0774989
8/18/2010,0.0256862
8/18/2010,-0.0153551
8/18/2010,0.000238412
8/19/2010,0.0210673
8/19/2010,-0.0216833
8/19/2010,0.00212647
8/19/2010,-0.00916142
8/20/2010,0.142432
8/20/2010,0.0417297
8/20/2010,0.0065759
8/20/2010,0.00999307
8/23/2010,-0.239551
8/23/2010,-0.0812804
8/23/2010,-0.0125616
8/23/2010,-0.0106279
8/24/2010,0.14715
8/24/2010,0.10813
8/24/2010,0.0136458
8/24/2010,0.0115464
8/25/2010,-0.0752132
8/25/2010,-0.118837
8/25/2010,-0.014999
8/25/2010,-0.0112477
8/26/2010,-0.0192207
8/26/2010,0.0628292
8/26/2010,0.0105072
8/26/2010,0.00686963
8/27/2010,0.0892232
8/27/2010,0.0196634
8/27/2010,0.00576013
8/27/2010,0.00476102
8/30/2010,-0.204336
8/30/2010,-0.10296
8/30/2010,-0.0186323
8/30/2010,-0.0171298
8/31/2010,0.180375
8/31/2010,0.111551
8/31/2010,0.00804176
8/31/2010,0.0128836
9/1/2010,-0.187269
9/1/2010,-0.109347
9/1/2010,-0.00441288
9/1/2010,-0.0131644
9/2/2010,0.221327
9/2/2010,0.100043
9/2/2010,0.00879547
9/2/2010,0.015448
9/3/2010,-0.164441
9/3/2010,-0.0371755
9/3/2010,0.00215245
9/3/2010,-0.00277599
9/7/2010,0.0887759
9/7/2010,0.00730639
9/7/2010,-0.00972204
9/7/2010,-0.00980695
9/8/2010,0.0341122
9/8/2010,-0.0187159
9/8/2010,0.00933172
9/8/2010,0.0220807
9/9/2010,-0.0876243
9/9/2010,-0.0261844
9/9/2010,-0.0152519
9/9/2010,-0.0410869
9/10/2010,0.0414954
9/10/2010,0.060848
9/10/2010,0.00512046
9/10/2010,0.0275892
9/13/2010,0.04806
9/13/2010,-0.0294761
9/13/2010,0.00791945
9/13/2010,-0.000965143
9/14/2010,-0.187784
9/14/2010,0.0047737
9/14/2010,-0.00988723
9/14/2010,-0.00666321
9/15/2010,0.260241
9/15/2010,0.00951016
9/15/2010,0.0102392
9/15/2010,0.0105613
9/16/2010,-0.261959
9/16/2010,-0.0378688
9/16/2010,-0.00378685
9/16/2010,-0.00999114
9/17/2010,0.188926
9/17/2010,0.0394365
9/17/2010,-0.0047012
9/17/2010,0.00680569
9/20/2010,-0.104181
9/20/2010,-0.0332711
9/20/2010,0.00566428
9/20/2010,0.00660353
9/21/2010,0.0865156
9/21/2010,0.0659621
9/21/2010,0.00472214
9/21/2010,-0.0010232
9/22/2010,-0.0723738
9/22/2010,-0.082483
9/22/2010,-0.016958
9/22/2010,-0.0144274
9/23/2010,0.04311
9/23/2010,0.0317166
9/23/2010,0.0182785
9/23/2010,0.00849732
9/24/2010,0.123059
9/24/2010,0.0179383
9/24/2010,-0.0143864
9/24/2010,-0.0016711
9/27/2010,-0.147149
9/27/2010,-0.0356934
9/27/2010,0.0117948
9/27/2010,0.00396068
9/28/2010,0.126295
9/28/2010,0.0733687
9/28/2010,-0.000769236
9/28/2010,-0.00241014
9/29/2010,-0.122689
9/29/2010,-0.0846187
9/29/2010,-0.0107512
9/29/2010,-0.00437779
9/30/2010,0.213231
9/30/2010,0.0711579
9/30/2010,0.0184349
9/30/2010,0.016737
10/1/2010,-0.370635
10/1/2010,-0.0794494
10/1/2010,-0.0154022
10/1/2010,-0.0215917
10/4/2010,0.180556
10/4/2010,0.0539171
10/4/2010,0.00150476
10/4/2010,0.00750424
10/5/2010,0.0616028
10/5/2010,-0.0234832
10/5/2010,0.0022441
10/5/2010,-0.000807986
10/6/2010,-0.135677
10/6/2010,0.023142
10/6/2010,-0.00259508
10/6/2010,0.000726418
10/7/2010,0.091276
10/7/2010,-0.0192575
10/7/2010,0.00590399
10/7/2010,0.00104542
10/8/2010,-0.0443617
10/8/2010,0.0114227
10/8/2010,-0.0121267
10/8/2010,0.000266636
10/11/2010,0.00152006
10/11/2010,0.00731124
10/11/2010,0.0205494
10/11/2010,-0.0121644
10/12/2010,0.0995215
10/12/2010,-0.0400476
10/12/2010,-0.012498
10/12/2010,0.0153258
10/13/2010,-0.246341
10/13/2010,0.0763466
10/13/2010,0.000343457
10/13/2010,-0.0048739
10/14/2010,0.0436925
10/14/2010,-0.122608
10/14/2010,0.00250633
10/14/2010,-0.0115455
10/15/2010,0.327869
10/15/2010,0.185312
10/15/2010,0.00173083
10/15/2010,0.0288428
10/18/2010,-0.203047
10/18/2010,-0.116159
10/18/2010,-0.0110133
10/18/2010,-0.0193718
10/19/2010,0.0189959
10/19/2010,-0.00350399
10/19/2010,0.00609919
10/19/2010,0.00191578
10/20/2010,0.0597782
10/20/2010,0.0198611
10/20/2010,-0.000180003
10/20/2010,-0.00156509
10/21/2010,-0.0912309
10/21/2010,-0.00216132
10/21/2010,0.00267252
10/21/2010,0.0130497
10/22/2010,0.0526319
10/22/2010,-0.00659259
10/22/2010,-0.00418851
10/22/2010,-0.0232146
10/25/2010,-0.0227628
10/25/2010,-0.0229357
10/25/2010,0.00465332
10/25/2010,0.0112589
10/26/2010,0.0116378
10/26/2010,0.0654994
10/26/2010,-0.0125877
10/26/2010,0.000552173
10/27/2010,0.0944196
10/27/2010,-0.0952582
10/27/2010,0.0251607
10/27/2010,-0.00547727
10/28/2010,-0.121891
10/28/2010,0.0698267
10/28/2010,-0.0264982
10/28/2010,0.00655844
10/29/2010,-0.0680276
10/29/2010,-0.0265147
10/29/2010,0.0172225
10/29/2010,-0.0124027
11/1/2010,0.0766176
11/1/2010,0.032048
11/1/2010,-0.00369393
11/1/2010,0.021681
11/2/2010,-0.114108
11/2/2010,-0.0671412
11/2/2010,-0.00821348
11/2/2010,-0.0136661
11/3/2010,0.172257
11/3/2010,0.0446346
11/3/2010,0.00187731
11/3/2010,0.00967692
11/4/2010,-0.10409
11/4/2010,0.0098355
11/4/2010,0.00535698
11/4/2010,-0.00301855
11/5/2010,0.124176
11/5/2010,0.00768561
11/5/2010,0.000102091
11/5/2010,-0.00444824
11/8/2010,-0.0914686
11/8/2010,-0.025454
11/8/2010,0.00280041
11/8/2010,0.00146747
11/9/2010,-0.0276772
11/9/2010,0.0193105
11/9/2010,-0.00280092
11/9/2010,0.00231078
11/10/2010,0.229669
11/10/2010,0.0302787
11/10/2010,-0.00787876
11/10/2010,0.0070969
11/11/2010,-0.19652
11/11/2010,-0.0444749
11/11/2010,0.0101588
11/11/2010,-0.00966987
11/12/2010,0.0919796
11/12/2010,0.0266024
11/12/2010,0.0025695
11/12/2010,0.00581546
11/15/2010,0.0355839
11/15/2010,0.00865306
11/15/2010,-0.00589773
11/15/2010,0.0033481
11/16/2010,-0.306223
11/16/2010,-0.0721676
11/16/2010,0.00275736
11/16/2010,-0.0153843
11/17/2010,0.313449
11/17/2010,0.0437194
11/17/2010,-0.00241393
11/17/2010,0.0128899
11/18/2010,-0.308496
11/18/2010,-0.0352244
11/18/2010,-0.00399807
11/18/2010,-0.0127607
11/19/2010,0.345117
11/19/2010,0.110488
11/19/2010,0.0107981
11/19/2010,0.022272
11/22/2010,-0.281671
11/22/2010,-0.142776
11/22/2010,-0.0127835
11/22/2010,-0.0213824
11/23/2010,0.164934
11/23/2010,0.104225
11/23/2010,0.00824476
11/23/2010,0.0100198
11/24/2010,-0.138763
11/24/2010,-0.0366575
11/24/2010,-0.00378037
11/24/2010,-0.00690158
11/26/2010,0.260672
11/26/2010,0.0551808
11/26/2010,0.00783517
11/26/2010,0.00916894
11/29/2010,-0.239807
11/29/2010,-0.106138
11/29/2010,-0.00994627
11/29/2010,-0.0140247
11/30/2010,0.0316243
11/30/2010,0.0389514
11/30/2010,-0.000402305
11/30/2010,-0.00708588
12/1/2010,0.0996247
12/1/2010,0.0096521
12/1/2010,0.00552617
12/1/2010,0.0112594
12/2/2010,-0.129325
12/2/2010,-0.0010983
12/2/2010,-0.00294582
12/2/2010,0.00661207
12/3/2010,0.150376
12/3/2010,0.0357646
12/3/2010,0.00690633
12/3/2010,0.000842918
12/6/2010,-0.137443
12/6/2010,-0.0587807
12/6/2010,-0.0103444
12/6/2010,-0.01294
12/7/2010,0.0965823
12/7/2010,0.0493458
12/7/2010,0.00789032
12/7/2010,0.0154357
12/8/2010,-0.0296313
12/8/2010,-0.0423375
12/8/2010,-0.00823314
12/8/2010,-0.0129121
12/9/2010,-0.0325377
12/9/2010,0.0489275
12/9/2010,0.0143023
12/9/2010,0.0116417
12/10/2010,0.0589558
12/10/2010,-0.0679744
12/10/2010,-0.0094877
12/10/2010,-0.0103755
12/13/2010,-0.0149634
12/13/2010,0.0582387
12/13/2010,0.00437248
12/13/2010,0.00256166
12/14/2010,-0.0368906
12/14/2010,-0.00833908
12/14/2010,-0.00161297
12/14/2010,-1.79349e-05
12/15/2010,0.0499743
12/15/2010,-0.0270662
12/15/2010,-0.00681229
12/15/2010,0.00340622
12/16/2010,-0.0406218
12/16/2010,0.0376973
12/16/2010,0.00906996
12/16/2010,0.00374233
12/17/2010,-0.00759439
12/17/2010,-0.0435405
12/17/2010,-0.00318245
12/17/2010,-0.00856592
12/20/2010,-0.0108569
12/20/2010,0.0199372
12/20/2010,0.00296205
12/20/2010,0.0038466
12/21/2010,0.075064
12/21/2010,-0.00142701
12/21/2010,-0.00283332
12/21/2010,-0.00342454
